,text,polarity
1013,skip dessert.,negative
1014,The service is not consistently excellent -- just decent.,neutral
1015,Get the feeling they settled into a groove a while ago.,neutral
1016,They need a kick out of it but until then the sushi is pretty good and the place is consistent.,positive
1017,Faan is sooo good.,positive
1018,The best pad thai i've ever had.,positive
1019,The design and atmosphere is just as good.,positive
1020,bottles of wine are cheap and good.,positive
1021,What more could you want?,positive
1022,"Skip this restaurant, it's a big disappointment.",negative
1023,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence.",positive
1024,The food is usually good but it certainly isn't a relaxing place to go.,positive
1025,Slightly above average wines start at $70+ with only one selection listed at $30+.,negative
1026,So my husband made up an excuse so we can leave.,negative
1027,So rude.,negative
1028,So rushing us out was absolutely unnecessary!,negative
1029,"So, for good food i'd recommend it, but not for a fun night out.",negative
1030,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",positive
1031,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",negative
1032,Some servers make you feel like they are doing you a favor to bring you the food.,negative
1033,Someone else recommended the dessert - we also left that.,negative
1034,What a great place.,positive
1035,I came into the city to try out this restaurant because a friend had recommended it to my husband.,neutral
1036,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",positive
1037,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",neutral
1038,I would definitely recommend SEA if you like thai cuisine!,positive
1039,Delicious food at a great price but do not go here on a cold day and sit by the front door.,positive
1040,Something about them being busy with holiday party's.,negative
1041,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",negative
1042,Somewhat pricey but what the heck.,negative
1043,Spreads and toppings are great - though a bit pricey.,negative
1044,Went there and had a combination of different seafood dishes and appetizers.,neutral
1045,The food was spicy and delicious.,positive
1046,"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.",neutral
1047,"Staffs are not that friendly, but the taste covers all.",negative
1048,The price was extremely reasonable for the appetizers and food we ate.,positive
1049,My suggestion is to eat family style because you'll want to try the other dishes.,neutral
1050,"Sure, the setting is nice.",positive
1051,It's convenient.,positive
1052,Stay away from the latter since you won't go for seconds (hint hint).,negative
1053,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",negative
1054,Stay away from this place.,negative
1055,Stay far away from this place.,negative
1056,Stepped on my foot on the SECOND time he reached over me to adjust lighting.,negative
1057,"Stick to dimsum, not super overpriced noodles.",negative
1058,I recently tried Suan and I thought that it was great.,positive
1059,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,positive
1060,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,positive
1061,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,positive
1062,Suan is a great place that I often take my friends (classmates) too.,positive
1063,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",positive
1064,I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,positive
1065,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",positive
1066,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer...",negative
1067,I will go back to Suan soon!,positive
1068,In summer-eat outside on a terrace (another great feature of Suan)!!!,positive
1069,Suan was a recommendation that I am glad we heeded.,positive
1070,"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",neutral
1071,Sushi wasn't anything spectacular for the price.,negative
1072,Suan has challenged this loyalty.,neutral
1073,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,positive
